"Sınıf","Tweet"
"malzeme-yiyecek","Hatay Kırıkhan Soğuksu Köyüne erzak yardımı lazım ama köye ulaşım sağlanamıyor kesin ve net bilgi lütfen yayar mısınız! NİHAT YÜRÜK 0537 395 33 26"
"malzeme-yiyecek","*ADIYAMAN UĞURCA KÖYÜ* •Kuru erzak bulgur Şeker çay •Çadır  •ısıtıcı elektrikli soba •Çocuklar için Mama bebek bezi  •Ekmek  •çocuklar ve bebekler  için Ayakkabı Mont Elbise *SEDAT GÜVEN* TLFN; 05445570290 Yaklaşık 150 kişi .yardım ulaşmamış ,çadır gerekli."
"malzeme-yiyecek","Teyitli Karalı Mahallesi Hatay/Ünal Bereketoglu iletişim: 05395898767 Çadır ve erzak ihtiyacı var  @BabalaTv @ahbap @deplasske @OguzhanUgur @Nocontext_61"
"malzeme-yiyecek","Kahramanmaraş 12 Şubat Stadyumu Çadırkentte Erzak Su Giyecek Sıcak Yemek Dağıtımı Yapılıyor İhtiyaç Sahipleri Oraya Gitsin #Kahramanmarasyardım #KAHRAMANMARASYARDIMBEKLIYOR #KAHRAMANMARASAYARDIM"
"malzeme-yiyecek","Adıyaman börgenek köyüne konteyner lazım, soğuktan çok kötüler. Çay şeker bulgur falan olsa içleri ısınır onlar yemek yapar. Destek lütfen. Mustafa Atalay 0 (538) 578 67 39"
"malzeme-yiyecek","Adiyaman da  gol basinda Erzak yeterince varmis Sadece cadır lazımmıs ve insan gücü insana ihtiyac varmıs Teyitli (ACİL)"
"malzeme-yiyecek","Belediye baskani Mehmed Yalcin 0505 9252846 gerekli malzeme bilgisi verebilir . Cok kalabaliklar acil erzak yollanmasi lazim🙏🏻🙏🏻 @BabalaTv @OguzhanUgur @haluklevent @AKUT_Dernegi @halktvcomtr"
"malzeme-yiyecek","YAYLADAGI - ANTAKYA dag oldugu icin insanlar korkudan oraya kacmis. 50 BIN KISI civari insan var suan .Enkaz altinda kimse yok fazla yikim da yok ama nufus cogalinca erzak su  bitmis yardim gerekiyor."
"malzeme-yiyecek","AFET BÖLGELERİNDE şu an barınma ve ısınma sorunu var. Sokakta olan çok insan var. Enkazdan çıkanlar soğuktan hayatını kaybediyor. ACİL! ÇADIR KONTEYNER kent yapımının başlaması lazım! Adıyamana yardım tırından hemen sonra akşam üstü kefen gönderdik Herkesten destek bekliyoruz."
"malzeme-yiyecek","KONYA Kurucuova köy meydanı +90 545 653 24 33 Aradım 60 hane için çadır istendi erzak gitmiş çadır yok #deprem #depremyardım #konya #cadirihtiyacı"
"malzeme-yiyecek","Adıyaman börgenek köyüne konteyner lazım, soğuktan çok kötüler. Çay şeker bulgur falan olsa içleri ısınır onlar yemek yapar. Destek lütfen. Mustafa Atalay 0 (538) 578 67 39"
"malzeme-yiyecek","Pazarcık/Çevrepınar Köyü’nde tüm ahali uyuz olduğu için acil tıbbi kreme ihtiyaç var! #deprem #acildeprem @DepremDairesi @Kizilay"
"malzeme-yiyecek","Kahramanmaraş Erzak Yardımı Acil Bir evde 40 kişiler erzak yardımı ihtiyaçları var! İletişim: 0555 069 10 46  Adres: Yörük selin mahallesi 57.sokak no:3 Kahramanmaraş- Onikişubat"
"malzeme-yiyecek","Reyhanlı Suluköyde 16 kişilik aile çadır ihtiyacı talebi var..  +90 535 089 60 08 Nazlı Hanım  +90 530 077 55 60 Yalçın Yatar Enkazdan yeni çıkarılan yaşlı ablamız var.. çok zor durumdalar en azından bir araç oraya gidip onları alsa bile bir çaredir.. TEYİTLİDİR.. #acildeprem"
"malzeme-yiyecek","Gaziantep Şahinbey Düztepe güzelvadi mahallesi şehit Abdürrahim Zencir sokak no 3 4 5 aile var hocam acil olmasa yazmam gerçekten. Cadir erzak her turlu ihtiyaç +90 552 784 42 27 kesin teyitli bilgidir !!!!! ( Saat 02.20 ) #gaziantepdeprem #antepyardımbekliyor #gaziantep"
"malzeme-yiyecek","#hatay #iskenderunyardımbekliyor Numune mahallesi 566 sokak Hatay İskenderun yeni devlet hastanesi üstü İlknur sitesi 40-50 kişilik çadır ve jeneratör lazım."
"malzeme-yiyecek","Hemen su an geldi.Esentepe Mahallesi 350/2 NO II HATAY/iSKENDERUN Kalabalıklar ve yardıma ihtiyaçları var. Cok acil Erzak cadir yardımı, Cok acil! 0535 399 29 #depremiskenderun #iskenderunyardımbekliyor #ahbabhatay"
"malzeme-yiyecek","DEPREM BÖLGELERİNDE BULUNAN VE KÖYLERE ERZAK ULAŞIMI SAĞLAYACAK MOBİLE ARAÇLARA İHTİYACIMIZ VAR BİZE ULAŞIN LÜTFEN telefon numarası iletin kaynak :  @BabalaTv"
"malzeme-yiyecek","Gaziantepten vana gelecek olan depremzedeler için acil arac gereklidir. Lütfen yardımcı olabilecekler iletişime gecebilir mi!! #deprem #acildeprem #Gaziantep #yardım"
"malzeme-yiyecek","#yangın nedense bu yangınlar hep Antalya, Çeşme, Alaçatı, Marmaris vs. gibi turistik yerlerde çıkıyor. Neden mesela Elazığ Sivrice de çıkmaz, Tunceli Çemişgezek te olmaz.Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Marmaris'te Tur Teknesinde Yangın... 7 Yaralı - Turizm Aktüel.Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Muğla'nın Marmaris ilçesinde, tur teknesinde yangın çıktı : 4 yaralı https://metropolhaber.net/mugla-nin-marmaris-ilcesinde-tur-teknesinde-yangin-cikti-4-yarali/224151/ Transfer Mert Hakan #YağmurYüksel #MertYazıcıoğlu #15Temmuz #darbe Ömer Halisdemir #BedeliSorumlularÖdesin #haber #sondakıka #Guendem Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Marmaris ilçesindeki Keçi Adası'nda demirli 'Eagles' isimli 20 metre uzunluğundaki tur teknesinde dün yangın çıktı.Yangın mağdurlarına destek olabilmek için sizlerden malzeme ve yiyecek yardımı istiyoruz."
"malzeme-yiyecek","Marmaris'te tur teknesi yandı, tahliye edilen 39 kişiden 4'ü hastaneye sevk edildi Muğla'nın Marmaris ilçesinde, tur teknesinde yangın çıktı.Yangın bölgesine gönderilmek üzere yiyecek ve gerekli malzemeler için yardımlarınızı bekliyoruz."
"malzeme-yiyecek","Marmaris Keçi Adası açıklarında bir gezi teknesinde yangın çıktı. Olayda 3'ü ağır 17 kişi yaralandı.Yangın bölgesine gönderilmek üzere yiyecek ve gerekli malzemeler için yardımlarınızı bekliyoruz."
"malzeme-yiyecek","Marmaris Keçi Adası açıklarında bir gezi teknesinde yangın çıktı. 96 yolcunun bulunduğu teknede 3'ü ağır olmak üzere 17 kişi yaralandı.Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Muğla Marmaris’te Tur Teknesinde Yangın: 14 Yaralı, 102 Tahliye Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","EAGLES gezinti teknesinde çıkan yangında 17 kişi yaralandı #yangın,#gemi: Marmaris Keçi Adası yakınlarında EAGLES gezinti teknesinde çıkan yangında 3'ü ağır olmak üzere toplamda 17 kişi yaralandı. http://dlvr.it/T9bGfT Yangın bölgesine gönderilmek üzere yiyecek ve gerekli malzemeler için yardımlarınızı bekliyoruz."
"malzeme-yiyecek","Marmaris’te tur teknesinde yangın: Biri ağır yedi yaralı: Muğla'nın Marmaris ilçesinde ahşap tur teknesinde yangın çıktı. Biri ağır yedi kişi yaralandı. https://diken.com.tr/marmariste-tur-teknesinde-yangin-dort-yarali/?utm_source=dlvr.it&utm_medium=twitter&utm_campaign=marmariste-tur-teknesinde-yangin-dort-yarali Yangın bölgesine gönderilmek üzere yiyecek ve gerekli malzemeler için yardımlarınızı bekliyoruz."
"malzeme-yiyecek","Muğla'nın Marmaris ilçesinde, tur teknesinde yangın çıktı. 39 kişinin tahliye edildiği yangında, 4 kişi hastaneye sevk edildi. https://f5haber.com/gundem/tur-teknesinde-can-pazari-4-kisi-hastaneye-kaldirildi-6646759 Yangın bölgesine gönderilmek üzere yiyecek ve gerekli malzemeler için yardımlarınızı bekliyoruz."
"malzeme-yiyecek","Muğla'nın Marmaris ilçesindeki bir tur teknesinde yangın çıktı. 39 kişinin tahliye edildiği yangında yaralanan dört kişi hastaneye sevk edildi.Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Marmaris'te tur teknesinde yangın: 14 yaralı Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Marmaris'te tur teknesinde yangın: 7 yaralı Yangın mağdurlarına destek olabilmek için sizlerden malzeme ve yiyecek yardımı istiyoruz."
"malzeme-yiyecek","Muğla'nın Marmaris ilçesinde ahşap tur teknesinde yangın çıktı.Yangın mağdurlarına destek olabilmek için sizlerden malzeme ve yiyecek yardımı istiyoruz."
"malzeme-yiyecek","Marmaris’te ahşap tur teknesinde yangın çıktı, 2 kişi yaralandı. Yangın bölgesine gönderilmek üzere yiyecek ve gerekli malzemeler için yardımlarınızı bekliyoruz."
"malzeme-yiyecek","Muğla'nın Marmaris ilçesinde bir tur teknesinde bilinmeyen bir nedenle yangın çıktı. Tekne alev alırken içinde bulunan çok sayıda kişi büyük panik yaşadı.Yangın mağdurlarına destek olabilmek için sizlerden malzeme ve yiyecek yardımı istiyoruz."
"malzeme-yiyecek","Marmaris ile Yunanistan açıklarında ahşap bir gezi teknesinde yangın çıktı. Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Denizde Can Pazarı: Gezi Teknesi Bir Anda Alev Topuna Döndü https://fethiyetv.com/denizde-can-pazari-gezi-teknesi-bir-anda-alev-topuna-dondu #marmaris #yunanistan #tekne #yangın Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Marmaris'te bir teknede yangın: Yaralılar var! Yangın bölgesindeki ekipler için daha fazla su helikopteri ve itfaiye aracı yardımı talep ediyoruz."
"malzeme-yiyecek","Denizde can pazarı!: Muğla Marmaris ile Yunanistan açıklarında ahşap bir gezi teknesinde yangın çıktı. Kısa sürede tüm tekneyi saran alevlerden yolcular ve mürettebat denize atlayarak kurtulurken, adeta can pazarı yaşandı. Başka teknelerle mavi tura… https://habersitesi.com/denizde-can-pazari-816787h.htm Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","DENİZDE CAN PAZARI! Muğla Marmaris ile Yunanistan açıklarında ahşap bir gezi teknesinde yangın çıktı. Yangınla mücadelede ihtiyaç duyulan malzeme ve yiyecek yardımlarınız, bizler için çok önemli."
"malzeme-yiyecek","Muğla Marmaris ile Yunanistan açıklarında ahşap bir gezi teknesinde yangın çıktı. Yangın bölgesindeki ekiplerin ve mağdurların ihtiyaçlarını karşılamak için malzeme ve yiyecek yardımı talep ediyoruz."
"malzeme-yiyecek","Marmaris deniz feneri açığında ahşap bir teknede yangın meydana geldi.Yangın söndürme çalışmalarında görev yapan ekiplere malzeme ve yiyecek yardımı sağlamanızı rica ediyoruz."
"malzeme-yiyecek","Aksaray’da bir evin tandır bölümünden çıkan yangın tüm evi sardı! https://yenigungazete.com/asayis/aksarayda-bir-evin-tandir-bolumunden-cikan-yangin-tum-evi-sardi/ #aksaray #aksarayyangin #aksarayyanginhaberleri #Asayiş #Gündem Yangınla mücadelede görev alan ekipler için yiyecek ve temel malzeme desteğine ihtiyacımız var."
"malzeme-yiyecek","Aksaray’da panik anları; Yangın mahalleyi ayağa kaldırdı! https://yenigungazete.com/genel/aksarayda-panik-anlari-yangin-mahalleyi-ayaga-kaldirdi/ #112acil #aksaray #itfaiye #otyangini #polis #acildurum #ciftlikmahallesi #guvenlikonlemleri #mahallesakinleri #yanginmudahalesi #yanginsorusturmasi #Asayiş #Genel Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Aksaray da çıkan yangın korkuttu. Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Aksaray'da iki bina arasındaki boşlukta yangın çıktı. Yangın bölgesine gönderilmek üzere yiyecek ve gerekli malzemeler için yardımlarınızı bekliyoruz."
"malzeme-yiyecek","Kağıt Deposu Alev Alev Yandı; Mahalleyi Korku Sardı! https://yenigungazete.com/asayis/kagit-deposu-alev-alev-yandi-mahalleyi-korku-sardi/ #aksaray #asayis #yangin #depoyangini #Asayiş #Gündem Yangınla mücadelede görev alan ekipler için yiyecek ve temel malzeme desteğine ihtiyacımız var.  "
"malzeme-yiyecek","Hamidiye Mahallesi’nde Panikleten Yangın Kaynak Linki = https://anadoluekspres.com.tr/haber/hamidiye-mahallesinde-panikleten-yangin-63586 #AksarayHaber #Aksaray #SonDakika #Yangın #İtfaiye Yangın bölgesine gönderilmek üzere yiyecek ve gerekli malzemeler için yardımlarınızı bekliyoruz."
"malzeme-yiyecek","Aksaray Merkeze Bağlı Yanyurt Köyünde Arpa ve Buğday Ekili Alanlarda Yangın.  (Küresel Uyanış) Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Aksaray küçüklanga c de yangın var.Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","AKSARAY da buğday tarlaları yanmış yine #yangın #aksaray Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Trabzon'da çıkan yangınlar yüzünden Trabzon halkına tavsiyem evlerine 2 büyük boy yangın tüpü koymaları."
"malzeme-yiyecek","Ümraniye'de korkutan yangın Ümraniye Belediyesi'ne ait Trabzon Park Millet Bahçesi'nde bulunan çardak alev alev yandı.Yangınla mücadelede görev alan ekipler için yiyecek ve temel malzeme desteğine ihtiyacımız var."
"malzeme-yiyecek","Trabzon’da yangın devam ediyor.Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Trabzon Ortahisar ilçesine bağlı Yenimahalle’de, gece saat 03.00 sularında park halindeki bir dolmuşta bilinmeyen bir nedenden dolayı yangın çıktı.  Dolmuşta çıkan yangın kısa sürede büyüyüp alevlenirken, araç kullanılamaz hale geldi.Yangınla mücadelede görev alan ekipler için yiyecek ve temel malzeme desteğine ihtiyacımız var."
"malzeme-yiyecek","Trabzon Yalıncak'ta gece kulübü önünde elektrik arızasından dolayı yangın oluştu.Yangın bölgesine gönderilmek üzere yiyecek ve gerekli malzemeler için yardımlarınızı bekliyoruz."
"malzeme-yiyecek","Yaz aylarında bile çıkmayan yangın kışın Trabzon'da çıktı. Yangın bölgesine gönderilmek üzere yiyecek ve gerekli malzemeler için yardımlarınızı bekliyoruz."
"malzeme-yiyecek","Yangın var!!! Orman yangınıyla savaşanlara yardımcı olabilmek için malzeme ve yiyecek desteğine ihtiyaç duyuyoruz."
"malzeme-yiyecek","‼️TEYİTLİ ACİL‼️ Gaziantep Şehitkamil Seyrantepe mahallesi pazar yeri çadırları ve yeşil vadi parkı önü  Kadın kiti, battaniye, erzak, bebek bezi, mama her şey lazım hiçbir şeyleri yok yardım bekliyorlar. Yardım Edin: 05384736190 #deprem #depremsondakika"
"malzeme-yiyecek","Hatay Hamamisken köyünde yaşayan akrabalarım var orası var Hatay Alibeyköy köyünde yengem ve küçük cocuklari var onlar var -Hatay kumlu'da erzak yardımı yapılması lazım ama yaglama çok oluyor dikkatli olunması gerek -Esentepe mahallesi 659/1 İskenderun Hatay"
"malzeme-yiyecek","Adıyaman börgenek köyüne konteyner lazım, soğuktan çok kötüler. Çay şeker bulgur falan olsa içleri ısınır onlar yemek yapar. Destek lütfen. Mustafa Atalay 0 (538) 578 67 39"
"malzeme-yiyecek","@BabalaTv @ahbap @OguzhanUgur Kendisiyle bizzat ben konuştum çadır ve erzak ihtiyacı fazlaymış tüm köy yardım bekliyor!!! @deplasske"
"malzeme-yiyecek","Maraş çok kötü sizden isteğim Beyoğlu çiçekoba Türkoğlu ilçelerine yardım yollamaniz çok acil bebek bezi mama yaşlı bezi ve erzak lazım"
"malzeme-yiyecek","Adıyaman iline konteyner evler kurulmalı insanlar üşüyor hava şartları çok zor. @ProfDemirtas @DepremDairesi @AFADBaskanlik #YardimEdin @haluklevent @OguzhanUgur #YARDIMlasma #ADIYAMANAFAD #adiyamandepremi #YardimTalebi #yardımkampanyası #yardımlazım #yardımtırları"
"malzeme-yiyecek","Atatürk mahallesi kadayifçilar sokak no 8 Hatay/Samandağ İletişim adresi Hasan Yılmaz’a ait hala erzak, çadır hiçbir şeyleri yok lütfen yayın!!! İletişim:05367371692"
"malzeme-yiyecek","Maraş çok kötü sizden isteğim Beyoğlu çiçekoba Türkoğlu ilçelerine yardım yollamaniz çok acil bebek bezi mama yaşlı bezi ve erzak lazım"
"malzeme-yiyecek","Elbistan/Çatova köyü 10 KISI ERZAK YARDIMI BEKLIYOR BU SABAHA KADAR. Yardım bekliyorlar. Şimdi mesaj geldi kimseye ulaşamıyorlarmış."
"malzeme-yiyecek","Kırıkhan'da hala yardım bekleniyor. Özellikle çadır ve erzak yardımına ihtiyaç varmış. Lütfen yardım edin insanlar sokaklarda @DepremDairesi @AFADBaskanlik @haluklevent @OguzhanUgur @ahbap @BabalaTv"
"malzeme-yiyecek","dm: Atalar, 884. Sk no:5 20150 Denizli/Merkez (horoz heykeline çok yakın) 05314513284 fatih mecaz  gelen depremzedeler için apartın konum ve iletişim bilgisidir her şeye ihtiyaçları var erzak kıyafet"
"malzeme-yiyecek","Hatay reyhanlı yeni şehir mahallesi emniyet parkının ordaki camiye yetişmeden birkaç ev geride, 45 kişi, Cici bebe mama süt hazır bez ıslak mendil ekmek erzak, Mehmet Aşan +90 552 461 57 64"
"malzeme-yiyecek","🔴ACİL ÇADIR, ERZAK İHTİYACI!!🔴TEYİTLİ BİZZAT ARADIM Hatay Samandağ'da Uzunbağ Mah. Belediye Cad. no:114/1 CULHA marketin ilerisi. Arabada kalıyorlar. YİYECEK,ÇADIR barınma lazım. Sadece mesajlaşabiliyoruz. Tel +9055244511805 Mustafa Çulha  #YardimEdin #ACİL #yardım"
"malzeme-yiyecek","TEYİTLİ Hatay Samandağı ve civar köylerde dağıtım yapan bir tanıdığımız var. O bölgede erzak İhtiyacı olanları yoruma yazabilirsiniz.  ADRES TELEFON İSİM-SOYİSİM Şeklinde. Teyit edip ihtiyaçları  ulaştıracağız."
"malzeme-yiyecek","Hatay antakya güzelburç mah. Civarında yardım bekleyen ailemiz var  2 çocuk 1 baba ve anne olarak bekliyolar günlerce İzmit / Ankara ya gelmek için uğraşıyolar yardım eden yok +905058534697 Caner #hatay #yardim #cadir #erzak"
"malzeme-yiyecek","İHBAR SAATİ  01:47 GAZİANTEP YUNUS EMRE MAHALLESİ ESKİ DÜLÜK CADDESİ NO:164 KARŞIYAKA MAHALLE MÜDÜR : 0552 924 26 11 150 KİŞİ SOKAKTA YARDIM BEKLİYOR HİÇ BİR ŞEKİLDE ÇADIR YOK BATTANİYE YOK ERZAK VS YOK Teyit yaptik"
"malzeme-yiyecek","adıyaman zor durumda yardım dağıtımında çok zorluk çekiliyormuş erzak vs yeterli herhangi bir ihtiyaç bulunamıyor adıyamanı unutmayın #AdiyamanYardimBekliyor"
"malzeme-yiyecek","General şükrü kanatlı merkezi kültür sokak. Kültür merkezi üstü. Hatay Samandağ  Ecem göz/05368312003  erzak yardımı lazım  (şahsım tarafından teyit edildi 01.45)"
"malzeme-yiyecek","Adıyaman börgenek köyüne konteyner lazım, soğuktan çok kötüler. Çay şeker bulgur falan olsa içleri ısınır onlar yemek yapar. Destek lütfen. Mustafa Atalay 0 (538) 578 67 39"
"malzeme-yiyecek","Arkadaşlar Adıyaman / Merkez Yeni Mahalle 26226 Sok. No: 4 de Çadırda kalan bir aile için acil Bebek bezi, mama, erzak yardımı, Su, ısıtıcı ve elektrik ihtiyacı var 🙏 Yardım çalışması yapan arkadaşlara ulaşması için lütfen rt yapalım 🙏 iletişim no: 05434185270 Yusuf bey acil"
"malzeme-yiyecek","Yazın yangın çıkmayan Doğu Karadeniz'de kış ortasında yangın çıktı.Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Trabzonda nerdeyse hergün yangın çıkıyo!! Yangın mağdurlarına destek olabilmek için sizlerden malzeme ve yiyecek yardımı istiyoruz."
"malzeme-yiyecek","Kağıt fabrikasındaki yangın 4 gündür söndürülemedi: BOLD – Aydın’ın Söke ilçesinde cuma günü akşam saatlerinde çıkan ve rüzgarın etkisiyle hızla büyüyen kağıt fabrikası yangınına müdahale çalışmaları devam ediyor. YANGIN İKİNCİ BÖLÜME DE SIÇRADI Gece… https://boldmedya.com/2024/07/15/kagit-fabrikasindaki-yangin-4-gundur-sondurulemedi/?utm_source=dlvr.it&utm_medium=twitter Yangın mağdurlarına destek olabilmek için sizlerden malzeme ve yiyecek yardımı istiyoruz."
"malzeme-yiyecek","Antalya tatili dönüşünde Eskişehir'e gelirken Burdur civarında Mercedes otomobil alev alev yandı.Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Oksijen aldığımız ağaçlarımız kalmıştı, onlar da yanıyor. Orman yangınıyla savaşanlara yardımcı olabilmek için malzeme ve yiyecek desteğine ihtiyaç duyuyoruz."
"malzeme-yiyecek","Dün söke de yangın vardı 4 saatlik İzmir yolu oldu sana 9 saat.Yangınla mücadelede görev alan ekipler için yiyecek ve temel malzeme desteğine ihtiyacımız var."
"malzeme-yiyecek","Sabahtan beri bas bas bagiriyoruz canli yayin bile yapilamiyo sebekeler coktu telefonlar zar zor cekiyo daha bu oglen elektrikler abananin yarisina geldi bozkurtta sele kapilanlarin cesedi abanada denizden cikiyor ne muslukta su var ne icme suyu var yardim gerekiyor"
"malzeme-yiyecek","Bozkurt, İlişki köyü sel felaketi yaşadı bir çok kişiden haber alınamıyor ekmek, su, elektrik hiçbir şey yok bu haberi olabildiğince yayalım #bozkurtyokoldu"
"malzeme-yiyecek","Bozkurt, İlişki köyü sel felaketi yaşadı bir çok kişiden haber alınamıyor ekmek, su, elektrik hiçbir şey yok bu haberi hiç bir TV haber kanal vermiyor   burasını Allah'a havale etmişler heralde devlet yok çünkü #bozkurtyokoldu"
"malzeme-yiyecek","Yardım edin sesimizi duyurun!! Şuan bozkuttan kurtarılan insanlar abanaya geliyor. İlişiye de HES! seli vurdu insanlar yardım bekliyor. ACİL İHTİYAÇLAR :SU,EKMEK, BEBEK BEZİ,BEBEK KIYAFETLERİ,AYAKKABI BOT,YAĞMURLUK,ECZA MALZEMESİ #bozkurtyokoldu #ilişiyokoldu"
"malzeme-yiyecek","#bozkurtyokoldu , sel vurdu yardım edin lütfen duyun sesimizi elektrik yok hatlar çekmiyor su yok ihtiyaç çok#özluce"
"malzeme-yiyecek","Elektrik, su yok, açlar, çaresizler, seslerini duyun yardım edin lütfen #bozkurtyokoldu #selfelaketi"
"malzeme-yiyecek","MemleketimBozkurt tam bir sel felaketi yaşıyor  hâlen daha haber alınamayan yüzlerce insan var ,bozkurtun her yeri ceset dolu  bozkurta çok acil gıda , su,bebek maması ,bebek bezi yardımı lazımlutfen yardım edin @haluklevent @ahbapplatformu @ihhinsaniyardim @Kizilay #bozkurtyokoldu"
"malzeme-yiyecek","Allah’ım çok büyük felaket. Yaşam malzemelerine ihtiyaç çok fazla elinizden gelen yardımı esirgemeyin. Başta afad olmak üzere yardım edebileceğiniz her yerden yardım edin lütfen 😞 #bozkurtyokoldu #bozkurtselaltında #sel"
"malzeme-yiyecek","Ördek gibi sabahtan cizmelerle su icindeyim... Ne hayvalara verecek saman kaldı, 100 ton saman, ne de ticaret amaçlı 250 ton silac hepsini sel aldı... @bismilbelediye @AFADBaskanlik aradığım numaralardan mağduriyeti giderecek bir şey yapılmadı..."
"malzeme-yiyecek","Memleketimiz Bozkurt'a yardima gelen asker,polis,saglikci ve diger tum ekipler icin Kadin Erkek iccamasiri , atlet , corap ve terlik ihtiyaci var ekipler gunlerdir ayni kiyafetle diz boyu camurun icinde ilcemizi ayaga kaldirmaya calisiyor #BozkurtSelAltında"
"malzeme-yiyecek","Lütfen herkese duyuralım. Elektirik, su, gıda maddesi hicbir şey yok. Kayıp sayısı çok fazla #bozkurtyokoldu #BozkurtSelAltında #BozkurtAfetBoelgesi https://t.co/3p86TgvfAG"
"malzeme-yiyecek","📣‼️SU YARDIMI BEKLENİYOR ‼️📣 #BOZKURT #ABANA için SU İSTENİYOR 🙏🏻 #YARDIM #DESTEK #SU #SEL #TAŞKIN @ahbap_cevre @ahbap_insanlik #Kastamonu #bozkurtyokoldu #selfelaketi"
"malzeme-yiyecek","Adıyaman'a acil yardım lütfen su, tuvalet, ilaç, çadır, ısıtıcı, ped, bebek maması, bebek bezi. @AFADBaskanlik @AdiyamanBelTR  @ahbap  @haluklevent @BabalaTv @OguzhanUgur @Mhsnkrmzgl"
"malzeme-yiyecek","Deprem bölgelerine @getir @yemeksepeti @tiklagelsin_ @TrendyolYemek tarafından yiyecek yardımı istiyoruz. Soğukta dışarıda bekleyen binlerce insan için bir kap çorba yeterli değil. Yardımlarınızı bekliyoruz"
"malzeme-yiyecek","-HATAY- ERZAK ALMAYAN YARDIM BEKLEYEN YERLER VAR. 15 KİŞİ ÇOCUK VE BEBEK VAR. HİJYEN GIDA BAYAN MALZEMELERİ ACİL OLARAK İHTİYACI LAZIM. HATAY ANTAKYA ÜÇ GEDİK MAHALLESİ AKKAYA  3 SOKAK NO 1 VE DERİNCE MAHALLESİ AKBAĞ SOKAK İSMET SUNGUR : 0535 728 80 41"
"malzeme-yiyecek","Malatya ilçelerine ve köylerine erzak ağırlıklı götürüyoruz. ihtiyaç sahiplerine bizzat kendi elimizle teslim edeceğiz.  Kuru gıda Konserve Çocuk bezi Kadın pedi Jeneratör  Çadır içi soba Teslimat adresi: Cumhuriye mahallesi arabayolu caddes numara 107 dallas halı saha"
"malzeme-yiyecek","MALATYA ÖREN Köyüne şimdiye kadar hiç bir yardım gelmemiş. Çocuklar Arabalarda soğukda dışarda. #deprem @haluklevent @YMSkulubu @AFADBaskanlik @dursunserdar @ahmetercanIar @barisatay @7reporter"
"malzeme-yiyecek","Maraş ta  kurtarma ekibi yok , elektrik geldi gitti, doğalgaz  yok , gıda yok , market yok , benzin yok , insanlar enkaz altında,  aileler sokakta soğukta ateş yakıyor. Enkazdan çıkanlar perişan halde . KIMSENIN HABERI YOK. Sadece YAYIN YASAGI VAR . ALLAH RIZASI ICIN YAYIN..."
"malzeme-yiyecek","Dayım, yengem ve 2 çocuğu enkazda. 20 saatir değil #AFAD itfaiye bile gelemdi. Depremzedeler için en ufak çadır bile kurulmadı. #ADIYAMAN unutuldu!!! #deprem"
