"Sınıf","tweet"
"yangın","Biri daha yazmış bunu yangın mı çıktı ki"
"yangın","Soma'da çıkan orman yangını rüzgarın etkisiyle giderek büyüyor Manisa'nın #Soma ilçesinde ormanlık alanda nedeni bilinmeyen bir şekilde yangın çıktı Soma'daki yangın,İzmir'i yanık kokusu ile sardı.Dumanlar rüzgarla İzmir'e ulaştı #yangın #izmir #sondurum #yanıkkokusu #sondakika"
"yangın","Manisa'nın Soma ilçesinde bir mahalle daha tahliye edildi #yangın"
"yangın","Soma’da yangın varmış ama boyutu ne? İzmir’de kokudan geçilmiyor ve uzaktan helikopter sesleri duyuluyor. Evin içi bile is koktu resmen. Daha kontrol altına alınamadı ve gittikçe yayılıyor sanırım"
"yangın","İzmir yandın izmir güzelyalıda çok şiddetli yangın kokusu var neresi yanıyor izmirbüyüksehirbelediyesi"
"yangın","askim burasi midir bilmiyorum ama yangin devam ediyor hala urlada ve mendereste sanırım :( cesmeyi bilmiyorum ama"
"yangın","Somada çıkan orman yangını halen söndürülemedi onun kokusu maalesef. Geçen senede olmuştı orda yangın çıktığında hemen dumanı hem kokusu izmire geliykr"
"yangın","Maltepe'de orman yangını: İstanbul Maltepe'de ormanlık alanda yangın çıktı. Yangına havadan ve karadan müdahale ediliyor. https://krttv.com.tr/gundem/maltepede-orman-yangini-212448?utm_source=dlvr.it&utm_medium=twitter"
"yangın","Manisa'da yangın varmış. Çeşmede'ki oraya kadar gelmez sanırım."
"yangın","Edirne'de yangın: 50 dönüm alan zarar gördü - Son Dakika Türkiye Haberleri | NTV Haber"
"yangın","Fabrikada çıkan yangında dumandan etkilenen 6 kişi tedavi edildi https://referansgazetesi.com.tr/fabrikada-cikan-yanginda-dumandan-etkilenen-6-kisi-tedavi-edildi #yangin #haberler #SONDAKİKA"
"yangın","Bursa'da soğuk hava deposunda çıkan yangın hasara neden oldu Detaylar <<<<https://mobil.inegollumetin.com.tr/haber/bursa-da-soguk-hava-deposunda-cikan-yangin-hasara-neden-oldu/13584/"
"yangın","Yangın kokusu diyorlar"
"yangın","Başkent Oto Sanayi Sitesi'nde yangın çıktı #2eylülgazetesi #2eylülhaber"
"yangın","Yok yangın kokusu"
"yangın","Bu yangın çok büyük bir alandaymış."
"yangın","Bu foto Çeşme Belediyesi - Dün , Çeşmede Yangın çıktı 3 vatandaşımız hayatını kaybetti - Çeşme de dün bir vatandaşımız Vahşi insan yiyen köpek saldırısına uğradı Ölümden döndü"
"yangın","#Yangın Manisa’nın soma ilçesinde yangın nedeniyle 240 ev boşaltıldı tv kanalları yine ayakta uyuyor yangın bu ülkenin yaz aylarında acı gerçeği"
"yangın","Nerede bu yangın bizde de var o koku"
"yangın","Ben de Karşıyakadayım malesef durum aynı. Umarım bir yangın felaketi daha yaşanmaz artık."
"yangın","Havada bir is kokusu var ,yangın nerede izi yok kokusu var. İzmiri is kokusu hissediliyor."
"yangın","Bugün gördüğüm kaçıncı yangın"
"yangın","Maalesef Yangın sonrası İzmir yanık kokuyor :("
"yangın","Başkent Oto Sanayi Sitesi'nde #yangın çıktı https://ekonomimanset.com/baskent-oto-sanayi-sitesinde-yangin-cikti/ #Ankara #Başkentotosanayi"
"yangın","Manisa Soma’da çıkan yangın kontrol altına alınamıyor. Rüzgarın şiddeti ile yangın daha da büyürken, diğer yandan köyler boşaltılıyor."
"yangın","Müge anlı cinayetlerinde baya çıkıyor aslında ama haberlere genelde konu olmuyor. Amk ilçesi haber merkezlerine çok uzak anca havalimanı ya da kuzey Marmara yolunda bişey olursa haberciler gelir. 3 gündür tarlalarda yangın var haber olmadı."
"yangın","izmir de bu yangın kokusu nedir nereden geliyor, evin içinde duramıyoruz ? #izmir"
"yangın","Yine yaktılar! Soma'da Yangın kontrol altına alınamıyor."
"yangın","Somada yangın var ordan diyorlar."
"yangın","Kaymakamımız Harun Reşit HAN, Balçıkhisar Köyümüzde meydana gelen ve vatandaşımızın evinde maddi hasara sebep olan yangın nedeniyle Belediye Başkanı Muhittin ÖZAŞKIN ile birlikte bölgeye giderek incelemelerde bulundu. +"
"yangın","İzmir de bu yangın kokusundan bıktım.. Neresi yanıyor...? Neresiiii..."
"yangın","Şu anda ben de haberlere bakıyorum İzmir’de nerede acaba diye çünkü anormal derecede içinde yangın kokusu var"
"yangın","İzmir'deki bu is ve yangın kokusunu daha ne kadar süre çekeceğiz? Bi yerden sonra baş ağrısı ve mide bulantısı yapmaya başlıyor bu koku. Mahalleye indiğim gibi geri eve girdim."
"yangın","Hocam malum Çeşme tarafında yangın vardı,Soma da yanıyor maalesef."
"yangın","İzmir'de an itibariyle gökyüzü onlarca yangın helikopteriyle yanıp sönüyor..."
"yangın","İzmir Güzelyalıda ki yanık kokusu alan bir tek benmiyim ?  #izmir #yangın #soma #neoluyor #SonDakika"
"yangın","manisa somada cikmis yangin ruzgarin etkisiyle izmire de gelmis evet"
"yangın","#Soma'da çıkan orman yangını nedeniyle,İzmir'e is kokusu çöktü İddasi Rüzgarın etkisiyle dumanlar İzmir'e kadar ulaştı #İzmir'in bir çok ilçesinde hava kalitesi düştü ve vatandaşlar yanık kokusu almaya başladı İS KOKUSUNA RESMİ AÇIKLAMA BEKLENİYOR #yangın #sondurum #sondakika"
"yangın","bizim evin ici de ayni yangin kokusundan basim agridi"
"yangın","Bi şehirdeki yangın kokusu yakın da olsa başka şehirde nasıl hissedilir ya o neymiş öyle"
"yangın","Ne o paralar köpeklere mi gitti,bir yangın söndürecek gücü yok mu koskoca belediyenin."
"yangın","Akşam konağa doğru sahil çok pis kokuyordu, eve geldim yangın kokusu ne biçim hava bu ya.."
"yangın","Bu yoğun duman ve is kokusu hangi yangın kaynaklı acaba? Dağın ardında kötü şeyler oluyor..."
"yangın","Normalde yaprak kımıldamaz ama bu gece inanılmaz bir rüzgar ve beraberinde yanık kokusu var İzmir’de.. #yangın #İzmir"
"yangın","Manisa cayır cayır yanıyor. Hiç haber yok. Rüzgar etkisi ile söndürülrmiyormuş. Izmir'in ilçelerinden yangın kokusu gelmeye başlamış."
"yangın","Kimse hayvansever olduğu için eleştirilmiyor hayvan içim ayıracağın vakitin azınıda insan için ayırsalardı bu yangın için yeterli tanker daha önceden hazır edilirdi. Vatandaş onu o koltuğa önce insana hizmet etsin diye oturttu"
"yangın","Belediye olarak mama ihalesi festival ile uğraşcağına yangın için önlem ne yaptın Belediyeyi köpek mi yönetiyor sizmi 3 kişi ölmüş kim istifa edecek köpek mi sizmi #yasayaevet"
"yangın","Manisa'nın Soma ilçesinde çıkan orman yangınında yüzlerce hektar alan yandı.  Yangın nedeniyle 2 mahalle tahliye edildi. Yangına havadan ve karadan müdahale 16 Hava Aracı (1 Gece Görüşlü Helikopter), 122 Kara Aracı, 334 Personel ile müdahale devam ediliyor. https://x.com/heranhaber/sta/heranhaber/status/1812970110166134920/video/1"
"yangın","İzmir'in Menderes ilçesine bağlı Oğlananası Mahallesi'ndeki ormanda saat 16.00 sıralarında çıkan yangın, Orman Bölge Müdürlüğü ekiplerinin müdahalesi sonucu gece yarısı kontrol altına alındı https://haberturk.com/turkiye-de-orman-yanginlari-yanginlarda-son-durum-guncel-haberler-3703061"
"yangın","Hayır Musahoca köyünde sıkıntı yok yangın rüzgarın etkisiyle kuzeye doğru ilerliyor"
"yangın","Buca Şirinyer de evden disari adim attigin gibi yangin kokusu geliyor."
"yangın","#Yangın rüzgar çok şiddetli yangın çok büyük"
"yangın","Yumaklı: Yangın kontrol altına alınmıştır"
"yangın","Karşıyaka dayım yanık kokusu var.o yüzden buraya girip bakayım dedim somadaymis yangin"
"yangın","Dışarıda çok yoğun bir duman kokusu var, yangın mı var yakınlarda, kontrol edebilir misiniz? Konum: Şemikler"
"yangın","agabey yangin yayini yap"
"yangın","yangin durdu mu abla durmadiysa sacini taramayi bi dene ise yariyomus"
"yangın","Manisa'nın Soma ilçesinde çıkan orman yangınında yüzlerce hektar alan yandı.  Yangın nedeniyle 2 mahalle tahliye edildi. Yangına havadan ve karadan müdahale 16 Hava Aracı (1 Gece Görüşlü Helikopter), 122 Kara Aracı, 334 Personel ile müdahale devam ediliyor."
"yangın","En baba uçakları alırsın gerekirse 200 yangın uçağı sonra bak neler olamayacak"
"yangın","alilik açıkladı: Soma'daki yangın nedeniyle 240 hane boşaltıldı"
"yangın","#soma #yangın Soma’da çok büyük bir yangın var ve gitgide rüzgarın etkisiyle büyüyor"
"yangın","Manisa'da yangın büyüdü... Mahalleler boşaltılıyor"
"yangın","İsrail medyasına göre Kiryat Shmona'daki bir fabrikada, Hizbullah tarafından füzeyle vurulmasının ardından yangın çıktı."
"yangın","Neresi yanıyor?? Çiğliden bostanlıya her yer yangın kokuyor"
"yangın","Bütün İzmir yangın kokuyor.."
"yangın","Dairede çıkan yangın kayıt dışı kiralamayı ortaya çıkardı -"
"yangın","Manisa Valiliği'nden Yangın Açıklaması: Deniş Mahallesi'nde Yangına Müdahale Sürüyor"
"yangın","Yangın bayat köyünden Musahoca köyüne kadar gitmiş mi"
"yangın","İzmir'in her yerinden duman kokusu geliyormuş. Camları kapatacak kadar yoğun bir is kokusu var. Umarım yangın değildir"
"yangın","Evet çok fazla yangın kokusu geliyor"
"yangın","Yangın nerede?"
"yangın","öyle bi nesiliz ki deprem yangın sel virüs savas mülteci sorunu afk hepsini gördük ama yasiyoz hala aq"
"yangın","Ormanlık alanda yangın"
"yangın","Bilgi için teşekkür ederim. Evet Soma'daki yangından haberimiz var. Endişe ile gelişmeleri takip ediyoruz. Ancak, oradaki yangın tüm İzmir'i dumana ve yanık kokusuna boğabilir mi bilmiyorum. Durum çok büyük bir olaya işaret ediyor gibi..."
"yangın","Galata Deresi Lastik deposunda yangın çıktı Daha biz Balkona çık.adan İtfaiye geldi söndürdü Galata Deresi Polis ve Itfaiye Maşallah Hîzır gibi Boyle hız mudahale yok  #kagithane #kagithaneitfaiye #kagithanepolis"
"yangın","Yangında musahoca köyünden bir vatandaşımız yangın yerine tanker taşırken vefat etmiştir Allah rahmet eylesin #manisa"
"yangın","Denize sıfır orman alanları nasıl yakılır sanki adrese teslim.yangın buralar otel yapılacak gibi sanki bilinçli bir şekilde yakılmış yakanın elleri kurusun yaktıranında yazık günah okadar canlıyakıyan insan olamaz"
"yangın","Yangın camdan gozukuyor"
"yangın","Soma da büyük bir yangın var ve aldığım habere göre bir orman görevlimiz de şehit olmuş. Yeri uçmağ olsun..."
"yangın","Yine bir maden sahası ve yine yeni bir #yangın..."
"yangın","her taraf buram buram yangin kokuyor noluyo"
"yangın","Soma darke’le çıkmış yangın abi boşaltılan köyler varmış bayağı rüzgarın etkisiyle büyümüş yangın"
"yangın","İzmir'in her tarafında yangın çıkmış, ciğerlerimiz yanıyor."
"yangın","Kentte Yangın Kokusu Hakim İzmir'de bir çok ilçede yangın kokusu aldığını dile getirenler giderek artıyor An itibariyle Narlıdere ilçesi'nde de is kokuları gelmeye başladı. Ayrıca İzmir körfezindeki görüş mesafesi de girerek düştü. #SonDurum #İzmir #yangınkokusu #sondakika"
"yangın","Yangın sonrası dikilmez toprağın bir süre dinlenmesi kaybettiği oksijeni kazanması lazım"
"yangın","Manisa da bile yangın kokusu var"
"yangın","İzmir’de yangın kokusu evin içine kadar girmiş durumda. Kokudan duramıyorum. Bu durumdan sadece ben mi şikayetçiyim?"
"yangın","Yangın çıkaranların Allah belasını versin amin"
"yangın","KONTROL ALTINA ALINDI İzmir'in Menderes ilçesine bağlı Oğlananası Mahallesi'ndeki ormanda saat 16.00 sıralarında çıkan yangın, Orman Bölge Müdürlüğü ekiplerinin müdahalesi sonucu gece yarısı kontrol altına alındı."
"yangın","Tam otellik yangın"
"yangın","Soma'da çok büyük yangın var ama dumanı size kadar gelir mi bilmiyorum"
"yangın","Köpek besleyerek dünyanın parasını ceplerini atıyorlar ama yangın söndürmek için herhangi bir araçları yok"
"yangın","Köpek maması ihalesi filan yap sen. Yangın filan boş işler bunlar. Söner kendi.  x.com/laldenizlicesm…"
"yangın","Ben de Karşıyaka'da yangın kokusu alıyorum. O yüzden baktım hatta başka yanan bir yer mi var diye."
"yangın","Geçmiş olsun #soma #yangın"
"yangın","Havada yoğun duman ve yanık kokusu var. Çevre il ve ilçelerde yangın vardı ama detaylı bir açıklama görebilir miyim diye buraya baktığımda gördüm ki neredeyse her ilçe ve semtten benzer endişeler yazılmış. Tüm ili böylesine saran koku ve dumanın açıklanması gerek!! #izmir #yangın"
"yangın","Köpek beslemekten para kazanıyorlar.yangın söndürme çeplerini dolduruyor"
"yangın","Makamına köpek oturtup şekil kesene kadar bu işleri düşünseydin. Malum ormanlık bölge ve yangın riski çok yüksek. Bunu bile düşünmezseniz böyle sefalet içinde yardım istemek zorunda kalırsınız."
"yangın","Küçükyalı'da da mı yangın çıktı yoksa çeşme'deki yangının kokusu buraya kadar mı geliyor bilmiyorum ama çok fena kokuyor"
"yangın","Bu ülkenin Tarım ve Orman Bakanlığı ne iş yapar? Önemli olan yangın çıktıktan sonra seferber olmak değil, yangınları önlemek için seferber olmaktır. 2020’den beri ormanlar hunharca yakılıyor. Bunlar kesinlikle sıradan yangınlar değil. Türkiye’ye karşı ilan edilmiş açık bir hibrit savaş var. Amaç Türkiye’yi çölleştirmek. Anlayın artık…"
"yangın","Bakan Tunç: Çeşme yangını sonrası 4 kişi gözaltına alındı #bakantunç #izmir #çeşme #ormanyangını - https://finansgundem.com/haber/bakan-tunc-cesme-yangini-sonrasi-4-kisi-gozaltina-alindi/1807603"
"yangın","3 kişinin hayatını kaybettiği orman yangınının nedeni belli oldu https://salihlimanset.com/3-kisinin-hayatini-kaybettigi-orman-yangininin-nedeni-belli-oldu-3720-haberi #izmir #çeşme #cesmeyangin"
"yangın","Yangın dolayısıyla vatandaşlardan su tankeri desteği isteyen Çeşme Belediyesi’nin 2 ay önce 15 milyon liraya “ot festivali” düzenlediği öğrenildi."
"yangın","Cumartesi günü ölüyordum.. Böyle kıyıda durmuş rakı içip yangın söndürme çalışmalarını videoya çekerken yarım saat bir saat içinde alevlerin arasında kaldık, insan o panikle telefona davranmayı unutuyormuş.. Herkese, hepimize geçmiş olsun.."
"yangın","Manisa'nın Soma ilçesinde çıkan orman yangınına müdahale ediliyor: Deniş Mahallesi'ndeki ormanlık alanda yangın çıktı. İhbar üzerine bölgeye İzmir Orman Bölge Müdürlüğüne ait 1 uçak, 2 helikopter, 10 arazöz, 5 su ikmal aracı ve… https://eshahaber.com.tr/haber/manisa-nin-soma-ilcesinde-cikan-orman-yanginina-mudahale-ediliyor-166419.html?utm_source=dlvr.it&utm_medium=twitter #Haber #gündem #sondakika"
"yangın","#Soma #Manisa #Yangın Umarım en kısa zamanda kontrol altına alınır .Yangınların olmaması için vatandaşların yapmaması gerekenlerle ilgili kamu spotları şart.Yangın nelerden çıkar , ilk müdahale nasıl yapılır vb"
"yangın","Yangın çıktı. Vatandaşlar sokağa döküldü"
"yangın","Artık gidilmez herkes öğrendi, 3 güne yangın çıkar, seneye de otel yapılır."
"yangın","Yangın çıktı Bahçeye indik Komşu pencereden bakıyor ne oluyor diye Abla insene dumanı gormuyo musun qjsjwjwn"
"yangın","#SONDAKİKA!!!!!! Çeşme yangın: İzmir-Çeşme Deliklikoy’da orman yangını- 3 kişi hayatını kaybe......... #Çeşmeyangın: https://mybreaknews.com/tr/cesme-yangin-izmir-cesme-deliklikoy-da-orman-yangini-3-kisi-hayatini-kaybe Bu Konu hakkında ne düşünüyorsunuz? Aşağıya Yorumunuzu bırakınız! Bizi desteklemek için Abone olmayı unutmayın!"
"yangın","Orman bakanlığı envanterinde kaç yangın söndürme uçağı var onu sordun mu?"
"yangın","Soma ilçemizde bağlı Tekeliışıklar Mahallesi ve Deniş Mahallesi arasında çıkan ve rüzgarın etkisiyle Bayat Mahallesi'ne de yayılan yangına 20 aracımız ile müdahale ediyoruz. Bölgede yangının evlere sıçramasını engelleme ve yangın kontrol çalışmalarımızı sürdürürken aynı zamanda vatandaşlarımıza kumanya dağıtıyor ve bölgeye su takviyesi gerçekleştiriyoruz. Yangından etkilenen, köylerini boşaltmak zorunda kalan tüm vatandaşlarımıza geçmiş olsun dileklerimi iletiyor, yangını söndürmek için canla başla mücadele veren kahraman itfaiyecilerimize ve tüm görevlilere teşekkür ediyorum."
"yangın","Soma’da yangın kontrol altına alınamıyor insanlar köylerini evlerini bırakıp kül oluşunu izliyor çok kötü çok üzücü #Soma"
"yangın","itfaiye işi belediyelerden alınmalı valilik kanalı ile icra edilmelidir. itfaiye personeli tecrübe kaybederse yanan memleket oluyor çünkü. belediyeler ise her seçimde farklı sebeple adam alıyor ve ya atıyor. mühim meseledir. çok tecrübe ettim #soma #itfaiye #yangın #Manisa #Afet"
"yangın","Valimiz Enver Ünlü, Soma Deniş Mahallesinde ormanlık alanda çıkan yangın bölgesine giderek, yangına müdahalede son duruma ilişkin bilgi aldı. Yangına; 16 Hava Aracı, 126 Kara Aracı, 342 Personel ile müdahale devam ediyor. #GeçmişOlsunSoma"
"yangın","Değerli Çeşme halkı, Alaçatı Port bölgesinde çıkan yangın nedeniyle acil su tankerine ihtiyaç duymaktayız. Su tankeri olan vatandaşlarımızın acil desteğini bekliyoruz. Ekiplerimizle birlikte yangın bölgesinde olduğumuzu ve yangını kontrol altına almak için tüm gücümüzle çalıştığımızı bilmenizi isterim. Yardımlarınızla bu zorluğu birlikte aşacağımıza inanıyorum. Hepinize şimdiden teşekkür ederim. İLETİŞİM: 0 553 594 50 57"
"yangın","Sadece eğlence belediyesi olmaktan baz geçerseniz yangın çıkınca tankeriniz de olabilir."
"yangın","Sanatçı konserlerine para var başıboş saldırgan köpeklerin insanları parçalamasına mama parası var heykel e para sanat sepet için para var herşeye para var yangın söndürmek için itfaiye tankerlerine de halktan tankeri olan gelsin zora düşünce Halk gelsin para başlakarına gitsin."
"yangın","Festival saçmalığı altında milyonlar ödediğin şarkıcılara yaz başkan. Göndersinler tanker. Bide sana bi tavsiye. O bölgelerde yangın olayı sık olur. Önceliğin bu konu olsun. Hani başkansın ya"
"yangın","Yokmu yardım edecek sokak köpeği falan? Onlara festival yapacağınıza itfaiyeye yatırım yapsaydınız? Ya da oturup evinizde köpek baksaydınız.. bir belediyenin önceliği o belediue sınırlarındaki vatandaşları olmalıydı ve orman yangınında 3 vatandaş kaybedildi.."
"yangın","Allah size akıl versin mama ya festivale para var konsere para var ama yangın söndürme tankerine para yok"
"yangın","Bugün ""Acil su tankerine ihtiyaç duymaktayız"" tweeti atan CHP'li Çeşme Belediye Başkanı Lâl Denizli'nin: — Mayıs ayında 15 milyon TL'lik Ot Festivali düzenlediği ortaya çıktı. 15 milyon TL ile pazarlıksız 100 adet (300 tonluk) yangın tankeri satın alınabiliyordu."
"yangın","Marmaris’te ahşap tekne kül oldu, 2 kişi yaralandı Marmaris İlçesi Turunç Mahallesi açıklarında günü birlik gezi teknesinde nedeni belirlenemeyen yangın çıktı. Yangın nedeniyle 2 kişi hafif yaralandı. Yangına müdahale için denizden ve karadan çok sayıda ekip ile helikopter seferber oldu Saat 16.30 sıralarında çıkan yangın ile ahşap tekne küle döndü. Yangın ile ilgili soruşturma devam ediyor. Yaralıların ciddi bir durumu olmadığı belirtildi"
"yangın","Dün gece 2.30’da Şahan Gökbakar paylaşmış. Marmaris’te bir otelde gündüz garsonluk yapan Adıyamanlı delikanlı gece yangın söndürme çalışmalarında gönüllü olmuş, elleri hep yanmış. Yangını durdurmuşlar. Bu delikanlının şahsında tüm gönüllülere minnettarım."
"yangın","Yangın devam ediyor. #Marmaris"
"yangın","Marmaris’te teknede yangın. Bir tane bile can yeleğinin olmaması içler acısı."
"yangın","#Marmaris Helikopter göreve başladı Göreve başlar başlamaz Orman bitişiğindeki ilk yangınınada müdahale etti. Meteorolojik veriler bu yıl #Marmaris için daha riskli tahmin ediliyor. Lütfen daha dikkatli olalım. İhmaliniz felaketimiz olmasın. #Yangın #Marmaris #Orman"
"yangın","Marmaris'teki yangın söndürme çalışmalarına destek için gelen Azerbaycanlı itfaiye eri: ""Ev yanıyordu. Evin içine girdim. Baktım insan yoktu. Bayrağı gördüm ve çıkardım."""
"yangın","Yol Şevlerindeki ağaççıklar neden kesilir, neden temizlik yapılması gerekir ? Dün akşam #Marmaris #Datça yolunda meydana gelen bir araç yangını , şev dolu olsa TEPE şeklinde #Orman yangını başlatmıştı.Bu çalışmalar hemen bitirilebilecek çalışmalar değil süreklilik ister. #Yangın"
"yangın","Marmaris'in Hisarönü köyü sakinlerinden Celal Tarım: ""Allah rızası için yalvarıyoruz yetkililere. 1 tane uçak ya 1 tane uçak. Uçak gelsin su atsın bu yangın 1 saatte söner."""
"yangın","Haluk Levent: “3 yıl önce ülkemin her tarafında yangın vardı. Ahbap Derneği olarak yangın söndürme helikopteri getirdik. Marmaris yangınlarında 18 gün çalıştı. O dönem 1 milyon Euro’ya yakın para ödedik. Ama en şaşkın kaldığımız durum devlete ödediğimiz 200 bin Euro stopajdı.”"
"yangın","Yurttaşlar, Marmaris’te yangın söndürme çalışmalarında mücadele eden ekiplerimize su taşıyor; #PrayForTurkey"
"yangın","Muğla'nın Marmaris ilçesinde, tur teknesinde yangın çıktı."
"yangın","TUR TEKNESİNDE YANGIN VAHŞETİ  Muğla'nın Marmaris ilçesinde, tur teknesinde yangın çıktı. 39 kişinin tahliye edildiği yangında, yaralanan 4 kişi hastaneye sevk edildi. Alevler, bölgeye ulaşan ekipler tarafından söndürüldü. Marmaris'te Amazon Koyu açıklarındaki 20 metre uzunluğundaki bir tur teknesinde, saat 16.00 sıralarında, belirlenemeyen nedenle yangın çıktı. Alevleri gören teknedeki yerli ve yabancı turistlerin bir kısmı panikle suya atlarken, bir kısmı ise yardıma gelen çevredeki botlar, tur teknelerindekiler ve Sahil Güvenlik ekipleri tarafından kurtarıldı. Yanan tekneden 39 kişi tahliye edilirken, içlerinden vücudunda yanık olan 4 kişi kıyıya çıkarılıp, buradaki ambulansla hastaneye sevk edildi. Yanan tekneye ise başta Aksaz Deniz AÜ Komutanlığı ve Sahil Güvenlik Komutanlığı ekipleri tarafından müdahalede bulunulurken, soğutma çalışmalarının sürdüğü belirtildi."
"yangın","#yangın nedense bu yangınlar hep Antalya, Çeşme, Alaçatı, Marmaris vs. gibi turistik yerlerde çıkıyor. Neden mesela Elazığ Sivrice de çıkmaz, Tunceli Çemişgezek te olmaz."
"yangın","Marmaris'te Tur Teknesinde Yangın... 7 Yaralı - Turizm Aktüel"
"yangın","Muğla'nın Marmaris ilçesinde, tur teknesinde yangın çıktı : 4 yaralı https://metropolhaber.net/mugla-nin-marmaris-ilcesinde-tur-teknesinde-yangin-cikti-4-yarali/224151/ Transfer Mert Hakan #YağmurYüksel #MertYazıcıoğlu #15Temmuz #darbe Ömer Halisdemir #BedeliSorumlularÖdesin #haber #sondakıka #Guendem"
"yangın","Marmaris ilçesindeki Keçi Adası'nda demirli 'Eagles' isimli 20 metre uzunluğundaki tur teknesinde dün yangın çıktı. 110 kişi tekneden tahliye edildi; 4 kişi yaralandı. Soruşturma kapsamında tekne sahibi ile kaptan, gözaltına alındı."
"yangın","Yangının çıkış nedeni belli oldu! 2 kişi gözaltında https://ilerigazetem.com/yanginin-cikis-nedeni-belli-oldu-2-kisi-gozaltinda/102763/ #Marmaris #turteknesi #yangın"
"yangın","Marmaris’teki tekne yangının nedeni belli oldu: Makine dairesinden çıkmış Muğla'nın Marmaris ilçesinde, 'Eagles' isimli tur teknesinde çıkan yangın sonucu 110 kişi tahliye edildi, 3'ü ağır olmak üzere 4 kişi yaralandı. İŞTE AYRINTILAR; LİNKİ TIKLAYIN.... https://demokratgundem.com/marmaristeki-tekne-yanginin-nedeni-belli-oldu-makine-dairesinden-cikmis/ #muğla #marmaris #yangın"
"yangın","Marmaris'te tur teknesi yandı, tahliye edilen 39 kişiden 4'ü hastaneye sevk edildi Muğla'nın Marmaris ilçesinde, tur teknesinde yangın çıktı. 39 kişinin tahliye edildiği yangında, yaralanan 4 kişi hastaneye sevk edildi. Alevler, bölgeye ulaşan ekipler tarafından söndürüldü."
"yangın","Marmaris Keçi Adası açıklarında bir gezi teknesinde yangın çıktı. Olayda 3'ü ağır 17 kişi yaralandı. Denizcilik Genel Müdürlüğü yolcuların ve 6 kişilik mürettebatın tahliyesinin tamamlandığını açıkladı."
"yangın","Marmaris Keçi Adası açıklarında bir gezi teknesinde yangın çıktı. 96 yolcunun bulunduğu teknede 3'ü ağır olmak üzere 17 kişi yaralandı."
"yangın","Muğla Marmaris’te Tur Teknesinde Yangın: 14 Yaralı, 102 Tahliye"
"yangın","EAGLES gezinti teknesinde çıkan yangında 17 kişi yaralandı #yangın,#gemi: Marmaris Keçi Adası yakınlarında EAGLES gezinti teknesinde çıkan yangında 3'ü ağır olmak üzere toplamda 17 kişi yaralandı. http://dlvr.it/T9bGfT"
"yangın","Marmaris’te tur teknesinde yangın: Biri ağır yedi yaralı: Muğla'nın Marmaris ilçesinde ahşap tur teknesinde yangın çıktı. Biri ağır yedi kişi yaralandı. https://diken.com.tr/marmariste-tur-teknesinde-yangin-dort-yarali/?utm_source=dlvr.it&utm_medium=twitter&utm_campaign=marmariste-tur-teknesinde-yangin-dort-yarali"
"yangın","Marmaris'te 96 yolcu bulunan gezi teknesi yandı, 3'ü ağır 17 kişi yaralandı: Marmaris Keçi Adası açıklarında bir gezi teknesinde yangın çıktı. Olayda 3'ü ağır 17 kişi yaralandı. Denizcilik Genel Müdürlüğü yolcuların ve 6 kişilik mürettebatın tahliyesinin… https://krttv.com.tr/gundem/marmariste-96-yolcu-bulunan-gezi-teknesi-yandi-3u-agir-17-kisi-yaralandi-212345?utm_source=dlvr.it&utm_medium=twitter"
"yangın","Muğla'nın Marmaris ilçesinde, tur teknesinde yangın çıktı. 39 kişinin tahliye edildiği yangında, 4 kişi hastaneye sevk edildi. https://f5haber.com/gundem/tur-teknesinde-can-pazari-4-kisi-hastaneye-kaldirildi-6646759"
"yangın","Muğla'nın Marmaris ilçesindeki bir tur teknesinde yangın çıktı. 39 kişinin tahliye edildiği yangında yaralanan dört kişi hastaneye sevk edildi. Alevler, bölgeye ulaşan ekiplerin ivedi müdahalesiyle kontrol altına alındı."
"yangın","Marmaris'te tur teknesinde yangın: 14 yaralı"
"yangın","Marmaris'te tur teknesinde yangın: 7 yaralı"
"yangın","DENİZDE CAN PAZARI Muğla Marmaris ile Yunanistan açıklarında ahşap bir gezi teknesinde yangın çıktı. Yangın sonucu teknede bulunan bazı kişilerin yaralandığı öğrenildi."
"yangın","Muğla'nın Marmaris ilçesinde ahşap tur teknesinde yangın çıktı. İlk belirlemelere göre 4 kişi yaralandı. Fotoğraf: AA #usaturknews #tekne #tatil #muğla #marmaris #sondakika #yangın"
"yangın","Marmaris’te ahşap tur teknesinde yangın çıktı, 2 kişi yaralandı"
"yangın","Muğla'nın Marmaris ilçesinde bir tur teknesinde bilinmeyen bir nedenle yangın çıktı. Tekne alev alırken içinde bulunan çok sayıda kişi büyük panik yaşadı. 4 kişi hastaneye kaldırıldı. https://takvim.im/7dznkm"
"yangın","Muğla'nın Marmaris ilçesinde, tur teknesinde yangın çıktı. 39 kişinin tahliye edildiği yangında, yaralanan 4 kişi hastaneye sevk edildi. Alevler, bölgeye ulaşan ekipler tarafından söndürüldü."
"yangın","Marmaris ile Yunanistan açıklarında ahşap bir gezi teknesinde yangın çıktı"
"yangın","Denizde Can Pazarı: Gezi Teknesi Bir Anda Alev Topuna Döndü https://fethiyetv.com/denizde-can-pazari-gezi-teknesi-bir-anda-alev-topuna-dondu #marmaris #yunanistan #tekne #yangın"
"yangın","Marmaris'te korkutan yangın: Tur teknesi alev alev yandı! 39 kişi..."
"yangın","Marmaris'te bir teknede yangın: Yaralılar var!"
